_id,product_id,name,current_price,image_url,size,description,category,sub_category,Store
6549d2113b31f5476d49dedb,E014,Gaming Console,449,https://img.freepik.com/free-photo/high-angle-controllers-headphones_23-2149829136.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,Standard,Next-gen gaming console with 8K support and 1TB storage.,Electronics,Gaming,Walmart
6549d2113b31f5476d49dedc,E015,Bluetooth Speaker,79,https://img.freepik.com/free-photo/high-angle-smart-speaker-home_23-2150171767.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,200 grams,Portable Bluetooth speaker with deep bass and 12 hours playtime.,Electronics,Audio,Amazon
6549d2113b31f5476d49dedd,E016,Noise-Cancelling Headphones,299.99,https://img.freepik.com/free-photo/blonde-girl-blue-sweatshirt-listens-headphones-does-enjoy-music_114579-27825.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,255 grams,High-end noise-cancelling headphones with studio-quality sound.,Electronics,Audio,Walmart
6549d2113b31f5476d49dede,E017,Streaming Media Player,79,https://img.freepik.com/free-photo/man-watching-movie-streaming-service_23-2149026105.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,40 grams,Compact streaming device with 4K HDR support and voice remote.,Electronics,Home Entertainment,Amazon
6549d2113b31f5476d49dedf,E018,USB-C Hub Adapter,49.99,https://img.freepik.com/free-photo/usb-cable-type-c-white-isolated-background_58702-4485.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,60 grams,7-in-1 USB-C hub with multiple ports and 4K HDMI output.,Electronics,Computer Accessories,Walmart
6549d2113b31f5476d49dee0,E019,Smart Home Security Camera,99.99,https://img.freepik.com/free-photo/digital-tablet-screen-with-smart-home-controller-wooden-table_53876-102347.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,140 grams,Wi-Fi-enabled home security camera with motion detection and night vision.,Electronics,Smart Home,Amazon
6549d2113b31f5476d49dee1,E020,Robot Vacuum Cleaner,249,https://img.freepik.com/free-photo/close-up-smart-vacuum-cleaner_23-2148994185.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,3.5 kg,Automatic robot vacuum cleaner with smart navigation and app control.,Electronics,Home Appliances,Walmart
6549d2113b31f5476d49dee2,E021,Fitness Smart Band,39.99,https://img.freepik.com/free-photo/young-beautiful-sportive-girl-looking-watch-dark-wall_176420-664.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,25 grams,Water-resistant fitness smart band with step tracking and sleep monitoring.,Electronics,Wearable Technology,Amazon
6549d2113b31f5476d49dee3,E022,Electric Toothbrush,69.99,https://img.freepik.com/free-photo/shocked-stupefied-young-woman-keeps-mouth-opened-from-amazement-holds-mobile-phone-electric-toothbrush-cleans-teeth-regularly-finds-out-something-horrible-isolated-pink-studio-wall_273609-61546.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,125 grams,Rechargeable electric toothbrush with pressure sensor and timer.,Electronics,Personal Care,Walmart
6549d2113b31f5476d49dee4,E023,Portable Photo Printer,109.99,https://img.freepik.com/free-photo/laptop-wooden-table-with-printer_1232-567.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,0.5 kg,Instant photo printer compatible with smartphones for on-the-go printing.,Electronics,Printers,Amazon
6549d2113b31f5476d49dee5,E024,Wi-Fi Range Extender,59,https://img.freepik.com/free-photo/top-view-wi-fi-router-with-smartphone-notebook_23-2148779249.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,120 grams,Dual-band Wi-Fi extender to boost internet coverage and eliminate dead zones.,Electronics,Networking Devices,Walmart
6549d2113b31f5476d49dee6,E025,Digital Voice Recorder,45,https://img.freepik.com/free-photo/grand-parent-learning-use-digital-divice_23-2149214581.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,55 grams,Portable digital voice recorder with long battery life and stereo recording.,Electronics,Office Electronics,Amazon
6549d2113b31f5476d49dee7,E026,RGB Gaming Mouse,49.99,https://img.freepik.com/free-photo/flat-lay-hand-typing-keyboard_23-2149680272.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,105 grams,Ergonomic gaming mouse with customizable RGB lighting and high-precision sensor.,Electronics,Computer Accessories,Walmart
6549d2113b31f5476d49dee8,E027,Portable Power Bank,34.99,https://img.freepik.com/free-photo/phone-mobile-connect-battery-power-bank_93675-128462.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,250 grams,High-capacity portable charger with fast charging technology.,Electronics,Mobile Accessories,Amazon
6549d2113b31f5476d49dee9,E028,Rugged External Hard Drive,99.99,https://img.freepik.com/free-photo/modern-wireless-charger-tray-with-concrete-background_23-2150808022.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,500 GB,Durable external hard drive with shock resistance and USB 3.0.,Electronics,Storage Devices,Walmart
6549d2113b31f5476d49deea,E029,Compact Mirrorless Camera,649,https://img.freepik.com/free-photo/retro-camera_181624-26107.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,450 grams,Mirrorless digital camera with interchangeable lenses and 4K video recording.,Electronics,Cameras,Amazon
6549d2113b31f5476d49deeb,E030,Solar-Powered Charger,59.99,https://img.freepik.com/premium-photo/battery-solar-energy-device-stone_431724-9174.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,300 grams,Eco-friendly solar-powered charger with dual USB ports for outdoor use.,Electronics,Outdoor Electronics,Walmart
6549d2113b31f5476d49deec,E031,Bluetooth Tracking Tag,24.99,https://img.freepik.com/free-photo/smart-watch-contactless-cashless-payment_53876-97186.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,10 grams,"Bluetooth tracking device to find keys, wallets, and more.",Electronics,Smart Home,Amazon
6549d2113b31f5476d49deed,E032,LED Desk Lamp,35,https://img.freepik.com/free-photo/simple-wood-desk-with-lamp-notebook_23-2148267482.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,500 grams,Adjustable LED desk lamp with touch control and multiple brightness settings.,Electronics,Home Office,Walmart
6549d2113b31f5476d49deee,E033,Electronic Book Reader,99.99,https://img.freepik.com/premium-photo/female-hand-holding-pc-tablet-near-books-closeup-modern-education-concept_392895-88459.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,6 inches,Lightweight electronic book reader with e-ink technology for a paper-like display.,Electronics,Readers,Amazon
6549d2113b31f5476d49deef,E034,Portable Satellite Radio,120,https://img.freepik.com/free-photo/radio-nature-concept_23-2150246091.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,200 grams,"Satellite radio receiver with live sports, news, and music channels.",Electronics,Audio,Walmart
6549d2113b31f5476d49def0,E035,Car,2300,https://img.freepik.com/premium-photo/boy-is-holding-joystick-plays-with-radio-control-car_244784-199.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,150 kg,Compact electric car with advanced safety features and an efficient powertrain for city driving.,Vehicles,Electric Cars,Amazon
6549d2113b31f5476d49def1,E036,Cordless Vacuum Cleaner,239,https://img.freepik.com/free-photo/full-shot-young-woman-spending-time-home_23-2150648142.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,5.5 lbs,Powerful cordless vacuum cleaner with long-lasting battery.,Home Appliances,Vacuum Cleaners,Walmart
6549d2113b31f5476d49def2,E037,Electric Stand Mixer,299,https://img.freepik.com/free-photo/electric-blender-make-fruit-juice-smoothie-wooden-kitchen-table-concept-healthy-diet_639032-196.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,12 lbs,Multipurpose stand mixer with 10 speed settings and a 5-quart bowl.,Home Appliances,Kitchen Appliances,Amazon
6549d2113b31f5476d49def3,E038,Espresso Coffee Machine,449,https://img.freepik.com/free-photo/kettle-cup-wall-background_1339-7171.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,9.8 lbs,Barista-grade espresso machine with integrated grinder.,Home Appliances,Coffee Machines,Walmart
6549d2113b31f5476d49def4,E039,Smart Home Thermostat,199,https://img.freepik.com/premium-photo/man-uses-mobile-phone-with-smart-home-app-modern-living-room_950466-470.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,Standard,Wi-Fi enabled thermostat for smart home temperature control.,Home Automation,Thermostats,Amazon
6549d2113b31f5476d49def5,E040,Robotic Vacuum,699,https://img.freepik.com/free-photo/man-controlling-robot-vacuum-with-his-phone_23-2149036879.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,7 lbs,Autonomous robotic vacuum with mapping technology.,Home Appliances,Vacuum Cleaners,Walmart
6549d2113b31f5476d49def6,E041,Smart Bulb Starter Kit,99,https://img.freepik.com/free-photo/close-up-woman-using-remote_23-2148994220.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,Standard,Color-changing LED smart bulb kit with hub included.,Home Automation,Lighting,Amazon
6549d2113b31f5476d49def7,E042,Wireless Security Camera,129,https://img.freepik.com/free-photo/cctv-security-camera-ceiling_53876-123083.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,Standard,1080p HD wireless security camera with night vision.,Home Security,Cameras,Walmart
6549d2113b31f5476d49def8,E043,Smart Door Lock,189,https://img.freepik.com/premium-photo/hands-man-using-security-control-application-smartphone-when-locking-apartment-door_274689-22244.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,Standard,Keyless entry smart lock with touchpad and remote access.,Home Security,Smart Locks,Amazon
6549d2113b31f5476d49def9,E044,Streaming Media Player,39.99,https://img.freepik.com/free-photo/young-woman-watching-movie-streaming-service-home_23-2149026140.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,Standard,Compact streaming media player with 4K HDR support.,Home Entertainment,Streaming Devices,Walmart
6549d2113b31f5476d49defa,E045,Portable Bluetooth Projector,289,https://img.freepik.com/free-photo/managing-smart-speakers-concept_23-2150170088.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,250 grams,Compact projector with Bluetooth connectivity and built-in battery.,Home Entertainment,Projectors,Amazon
6549d2113b31f5476d49defb,E046,Smart Air Purifier,150,https://img.freepik.com/premium-photo/white-air-humidifier-turns-water-into-steam-humidification-air-selective-focus-vapor_549949-708.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,8 lbs,Wi-Fi enabled air purifier with true HEPA filter.,Home Appliances,Air Purifiers,Walmart
6549d2113b31f5476d49defc,E047,Digital Photo Frame,99,https://img.freepik.com/free-photo/colorful-paper-sheets-with-mock-up_23-2148320411.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,10 inches,High-resolution digital photo frame with cloud storage options.,Home Decor,Photo Frames,Amazon
6549d2113b31f5476d49defd,E048,Noise-Canceling Headphones,299,https://img.freepik.com/free-photo/blonde-girl-blue-sweatshirt-listens-headphones-does-enjoy-music_114579-27244.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,255 grams,Over-ear headphones with industry-leading noise cancellation.,Electronics,Audio,Walmart
6549d2113b31f5476d49defe,E049,Portable Power Bank,19.99,https://img.freepik.com/free-photo/phone-mobile-connect-battery-power-bank_93675-128462.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,20000mAh,High-capacity portable power bank with dual USB ports.,Electronics,Chargers,Amazon
6549d2113b31f5476d49deff,E050,USB-C Docking Station,179,https://img.freepik.com/free-photo/smartphone-is-charged-from-small-white-power-bank_169016-15148.jpg?size=626&ext=jpg&ga=GA1.1.1297448402.1699321537&semt=ais,Standard,Multipurpose USB-C docking station with multiple ports and charging capabilities.,Electronics,Accessories,Walmart
6549d2113b31f5476d49defg,E051,"Sony-Smart LED TV 40""",500,https://img.freepik.com/free-photo/tv-wall-modern-living-room-3d-rendering_1142-38743.jpg?t=st=1701144351~exp=1701147951~hmac=855d478f0b6ec62e4e25a4de51a0b2d0d34621941e202de08b826730e77a2c6d&w=360,40 inches,Full HD Smart LED Television with HDR and Alexa Compatibility.,Electronics,Televisions,Amazon
6549d2113b31f5476d49defh,E052,"LG-Smart LED TV 40""",520,https://img.freepik.com/free-photo/mountain-landscape-with-computer-monitor-sunset-generative-ai_188544-12127.jpg?w=1060&t=st=1701136974~exp=1701137574~hmac=97aaf89f94bb2b71271c1b30b3ff778bcb16aa0fb9438512672c515801bbe0cf,40 inches,Full HD Smart LED Television with HDR and Alexa Compatibility.,Electronics,Televisions,Walmart
